index,pos,vel,duty
835,-17.5781,-24.7262,-45
836,-17.6440,-28.8453,-49
837,-17.6660,-28.1581,-49
838,-17.7979,-38.5259,-47
839,-17.7319,-28.0815,-47
840,-17.7539,-27.4706,-47
841,-17.7759,-26.9208,-47
842,-17.8418,-30.8205,-47
843,-17.9956,-43.1193,-47
844,-17.8638,-25.6238,-39
845,-17.8418,-20.8642,-39
846,-17.8857,-23.1723,-49
847,-17.9517,-27.4468,-49
848,-18.0176,-31.2940,-46
849,-17.9517,-21.5728,-46
850,-18.1714,-41.3881,-48
851,-18.0615,-26.2630,-48
852,-18.0615,-23.6367,-46
853,-18.1274,-27.8648,-46
854,-18.1274,-25.0783,-45
855,-18.1274,-22.5705,-45
856,-18.1274,-20.3135,-47
857,-18.1714,-22.6766,-47
858,-18.1934,-22.6062,-47
859,-18.1274,-13.7538,-47
860,-18.2153,-21.1675,-51
861,-18.2593,-23.4453,-51
862,-18.2813,-23.2980,-46
863,-18.2813,-20.9682,-46
864,-18.2813,-18.8714,-47
865,-18.3032,-19.1815,-47
866,-18.2813,-15.0661,-48
867,-18.3691,-22.3486,-48
868,-18.4351,-26.7055,-46
869,-18.3691,-17.4431,-46
870,-18.3691,-15.6988,-48
871,-18.4570,-22.9180,-48
872,-18.4790,-22.8235,-45
873,-18.4790,-20.5411,-45
874,-18.5010,-20.6843,-46
875,-18.5229,-20.8131,-46
876,-18.4570,-12.1400,-46
877,-18.6328,-28.5041,-46
878,-18.5229,-14.6674,-42
879,-18.6328,-24.1870,-42
880,-18.5449,-12.9792,-44
881,-18.5010,-7.2868,-44
882,-18.5889,-15.3471,-52
883,-18.5669,-11.6152,-52
884,-18.5449,-8.2564,-50
885,-18.5669,-9.6280,-50
886,-18.7866,-30.6379,-50
887,-18.5449,-3.4042,-50
888,-18.5889,-7.4583,-53
889,-18.6108,-8.9097,-53
890,-18.6108,-8.0187,-51
891,-18.6328,-9.4141,-51
892,-18.6548,-10.6700,-50
893,-18.6108,-5.2085,-50
894,-18.6328,-6.8849,-52
895,-18.6328,-6.1964,-52
896,-18.6768,-9.9713,-52
897,-18.6548,-6.7769,-52
898,-18.6548,-6.0992,-51
899,-18.7207,-12.0811,-51
900,-18.6548,-4.2812,-49
901,-18.6768,-6.0503,-49
902,-18.6328,-1.0508,-51
903,-18.7427,-11.9320,-51
904,-18.6548,-1.9497,-49
905,-18.5669,7.0343,-49
906,-18.7207,-9.0500,-57
907,-18.6108,2.8413,-57
908,-18.6987,-6.2319,-55
909,-18.6548,-1.2141,-55
910,-18.6328,1.1045,-54
911,-18.6108,3.1913,-54
912,-18.4351,20.4503,-56
913,-18.6548,-3.5674,-56
914,-18.6987,-7.6051,-53
915,-18.6548,-2.4501,-53
916,-18.6108,2.1894,-53
917,-18.8306,-20.0022,-53
918,-18.6328,1.7734,-45
919,-18.6548,-0.6012,-45
920,-18.6328,1.6562,-54
921,-18.6108,3.6879,-54
922,-18.6328,1.1218,-56
923,-18.7646,-12.1740,-56
924,-18.6328,2.2270,-49
925,-18.6768,-2.3902,-49
926,-18.5889,6.6379,-53
927,-18.6328,1.5796,-53
928,-18.6768,-2.9729,-55
929,-18.5669,8.3107,-55
930,-18.5889,5.2824,-58
931,-18.6768,-4.0349,-58
932,-18.6108,2.9603,-53
933,-18.6108,2.6643,-53
934,-18.6328,0.2006,-56
935,-18.6108,2.3778,-56
936,-18.6108,2.1400,-56
937,-18.6328,-0.2712,-56
938,-18.7646,-13.4277,-54
939,-18.7866,-14.2822,-54
940,-18.5669,9.1187,-48
941,-18.6108,3.8123,-48
942,-18.5449,10.0228,-56
943,-18.5889,4.6260,-56
944,-18.5889,4.1634,-57
945,-18.5889,3.7471,-57
946,-18.5449,7.7669,-56
947,-18.6987,-8.3906,-56
948,-18.6768,-5.3543,-51
949,-18.6768,-4.8189,-51
950,-18.7866,-15.3233,-52
951,-18.6548,-0.6074,-52
952,-18.7207,-7.1385,-54
953,-18.6768,-2.0301,-54
954,-18.5889,6.9620,-54
955,-18.5889,6.2658,-54
956,-18.6108,3.4419,-57
957,-18.5889,5.2950,-57
958,-18.7427,-10.6153,-57
959,-18.7427,-9.5538,-57
960,-18.6768,-2.0066,-50
961,-18.6548,0.3913,-50
962,-18.6548,0.3522,-55
963,-18.7207,-6.2748,-55
964,-18.6108,5.3390,-52
965,-18.7427,-8.3785,-52
966,-18.5010,16.6292,-51
967,-18.4570,19.3609,-51
968,-18.6548,-2.3506,-63
969,-18.6768,-4.3128,-63
970,-18.7207,-8.2761,-53
971,-18.6328,1.3406,-53
972,-18.6548,-0.9907,-55
973,-18.6548,-0.8917,-55
974,-18.5010,14.5784,-54
975,-18.6987,-6.6549,-54
976,-18.5010,13.7860,-52
977,-18.6548,-2.9734,-52
978,-18.6328,-0.4788,-54
979,-18.6987,-7.0227,-54
980,-18.6328,0.2713,-52
981,-18.5669,6.8360,-52
982,-18.6328,-0.4394,-58
983,-18.5669,6.1963,-58
984,-18.6768,-5.4096,-58
985,-18.5889,3.9204,-58
986,-18.6328,-0.8662,-57
987,-18.7646,-13.9632,-57
988,-18.6768,-3.7778,-49
989,-18.6987,-5.5973,-49
990,-18.6548,-0.6430,-52
991,-18.5669,8.2104,-52
992,-18.6548,-1.3997,-59
993,-18.6548,-1.2598,-59
994,-18.6548,-1.1338,-54
995,-18.5010,14.3604,-54
996,-18.6108,1.9381,-62
997,-18.5669,6.1388,-62
998,-18.6328,-1.0669,-58
999,-18.6987,-7.5520,-58
1000,-18.6768,-4.5995,-52
1001,-18.6548,-1.9423,-52
1002,-18.6548,-1.7481,-54
1003,-18.6548,-1.5733,-54
1004,-18.5229,11.7677,-54
1005,-18.7207,-9.1845,-54
1006,-18.6108,2.7203,-51
1007,-18.5889,4.6455,-51
1008,-18.6768,-4.6081,-57
1009,-18.6328,0.2472,-57
1010,-18.7866,-15.1583,-55
1011,-18.6108,3.9356,-55
1012,-18.6768,-3.0497,-57
1013,-18.6548,-0.5475,-57
1014,-18.6768,-2.6900,-55
1015,-18.6328,1.9735,-55
1016,-18.8086,-15.8020,-56
1017,-18.5889,7.7509,-56
1018,-18.6548,0.3840,-59
1019,-18.6548,0.3456,-59
1020,-18.7866,-12.8726,-55
1021,-18.7427,-7.1908,-55
1022,-18.6548,2.3174,-52
1023,-18.6328,4.2829,-52
1024,-18.7427,-7.1317,-57
1025,-18.6328,4.5678,-57
1026,-18.6328,4.1110,-57
1027,-18.8745,-20.4700,-57
1028,-18.6768,1.3524,-46
1029,-18.6548,3.4144,-46
1030,-18.6328,5.2702,-57
1031,-18.6548,2.5459,-57
1032,-18.7207,-4.3005,-56
1033,-18.6768,0.5241,-56
1034,-18.6108,7.0635,-56
1035,-18.6768,-0.2346,-56
1036,-18.4790,19.5642,-55
1037,-18.6987,-4.3649,-55
1038,-18.8306,-17.1120,-54
1039,-18.6548,2.1774,-54
1040,-18.6987,-2.4349,-56
1041,-18.6328,4.4004,-56
1042,-18.6548,1.7631,-57
1043,-18.6328,3.7840,-57
1044,-18.6548,1.2084,-57
1045,-18.6768,-1.1097,-57
1046,-18.6328,3.3958,-55
1047,-18.6108,5.2535,-55
1048,-18.6768,-1.8637,-58
1049,-18.6987,-3.8746,-58
1050,-18.6548,0.9074,-54
1051,-18.6328,3.0139,-54
1052,-18.6548,0.5153,-57
1053,-18.5449,11.4501,-57
1054,-18.5889,5.9105,-61
1055,-18.6548,-1.2723,-61
1056,-18.6548,-1.1451,-55
1057,-18.8086,-16.4114,-55
1058,-18.5889,7.2024,-48
1059,-18.6768,-2.3069,-48
1060,-18.6328,2.3183,-55
1061,-18.6328,2.0865,-55
1062,-18.6328,1.8778,-57
1063,-18.7427,-9.2963,-57
1064,-18.6548,0.4224,-52
1065,-18.6548,0.3802,-52
1066,-18.6328,2.5394,-56
1067,-18.6768,-2.1091,-56
1068,-18.6328,2.4964,-55
1069,-18.5889,6.6413,-55
1070,-18.6987,-5.0092,-59
1071,-18.6328,2.0835,-59
1072,-18.6548,-0.3221,-57
1073,-18.6328,1.9074,-57
1074,-18.6548,-0.4806,-57
1075,-18.6548,-0.4326,-57
1076,-18.6328,1.8080,-56
1077,-18.7207,-7.1619,-56
1078,-18.5889,6.7379,-53
1079,-18.6768,-2.7250,-53
1080,-18.6108,4.1393,-55
1081,-18.6987,-5.0637,-55
1082,-18.6987,-4.5573,-54
1083,-18.5669,9.0820,-54
1084,-18.6768,-2.8125,-60
1085,-18.7866,-13.5176,-60
1086,-18.6768,-1.1795,-50
1087,-18.7207,-5.4561,-50
1088,-18.6548,1.6813,-53
1089,-18.6768,-0.6841,-53
1090,-18.6328,3.7789,-56
1091,-18.8086,-14.1771,-56
1092,-18.6768,0.4242,-50
1093,-18.6548,2.5790,-50
1094,-18.6768,0.1238,-57
1095,-18.7207,-4.2831,-57
1096,-18.6548,2.7370,-54
1097,-18.6987,-1.9312,-54
1098,-18.6987,-1.7381,-55
1099,-18.7207,-3.7615,-55
1100,-18.7427,-5.5826,-54
1101,-18.7207,-2.8271,-54
1102,-18.6768,1.8501,-55
1103,-18.6987,-0.5322,-55
1104,-18.7427,-4.8735,-56
1105,-18.6768,2.2057,-56
1106,-18.6548,4.1824,-57
1107,-18.7427,-5.0249,-57
1108,-18.7207,-2.3252,-54
1109,-18.6768,2.3019,-54
1110,-18.5889,10.8608,-57
1111,-18.6987,-1.2116,-57
1112,-18.6548,3.3040,-56
1113,-18.6548,2.9736,-56
1114,-18.7207,-3.9155,-57
1115,-18.7207,-3.5240,-57
1116,-18.7207,-3.1716,-55
1117,-18.6987,-0.6571,-55
1118,-18.7427,-4.9860,-56
1119,-18.4790,21.8798,-56
1120,-18.6987,-2.2808,-66
1121,-18.7866,-10.8418,-66
1122,-18.6768,1.2287,-54
1123,-18.6987,-1.0914,-54
1124,-18.6328,5.6095,-56
1125,-18.7207,-3.7405,-56
1126,-18.7207,-3.3664,-55
1127,-18.7207,-3.0298,-55
1128,-18.7207,-2.7268,-55
1129,-18.8086,-11.2432,-55
1130,-18.6328,7.4592,-51
1131,-18.6987,0.1215,-51
1132,-18.7427,-4.2852,-56
1133,-18.7646,-6.0539,-56
1134,-18.7646,-5.4485,-54
1135,-18.7646,-4.9037,-54
1136,-18.6987,2.1785,-54
1137,-18.9404,-22.2093,-54
1138,-18.6548,8.5761,-46
1139,-18.8086,-7.6624,-46
1140,-18.7207,1.8929,-53
1141,-18.7207,1.7036,-53
1142,-18.7646,-2.8613,-57
1143,-18.7427,-0.3779,-57
1144,-18.7207,1.8572,-56
1145,-18.8086,-7.1176,-56
1146,-18.7646,-2.0113,-53
1147,-18.7207,2.5844,-53
1148,-18.7427,0.1287,-57
1149,-18.6548,8.9049,-57
1150,-18.6328,10.2116,-60
1151,-18.7646,-3.9931,-60
1152,-18.8086,-7.9883,-55
1153,-18.7427,-0.5977,-55
1154,-18.7866,-4.9325,-56
1155,-18.6108,13.1389,-56
1156,-18.8086,-7.9504,-62
1157,-18.8306,-9.3526,-62
1158,-18.7427,0.3717,-52
1159,-18.7646,-1.8627,-52
1160,-18.5669,18.0989,-55
1161,-18.7866,-5.6836,-55
1162,-18.7646,-2.9180,-54
1163,-18.7207,1.7683,-54
1164,-18.7427,-0.6058,-57
1165,-18.6768,6.0466,-57
1166,-18.7646,-3.3471,-59
1167,-18.7866,-5.2097,-59
1168,-18.7646,-2.4914,-54
1169,-18.7866,-4.4396,-54
1170,-18.7207,2.5962,-54
1171,-18.6987,4.5338,-54
1172,-18.6987,4.0805,-58
1173,-18.7207,1.4751,-58
1174,-18.7866,-5.2642,-57
1175,-18.7427,-0.3432,-57
1176,-18.7646,-2.5062,-56
1177,-18.7207,2.1390,-56
1178,-18.7866,-4.6667,-57
1179,-18.9185,-17.3836,-57
1180,-18.8306,-6.8562,-49
1181,-18.7646,0.4212,-49
1182,-18.7646,0.3791,-57
1183,-18.8086,-4.0533,-57
1184,-18.7866,-1.4507,-55
1185,-18.7866,-1.3057,-55
1186,-18.9624,-18.7532,-56
1187,-18.6548,13.8838,-56
1188,-18.6987,8.1009,-63
1189,-18.7646,0.6990,-63
1190,-18.6987,7.2209,-57
1191,-18.8086,-4.4875,-57
1192,-18.7866,-1.8415,-54
1193,-18.7427,2.7372,-54
1194,-18.7427,2.4635,-58
1195,-18.7427,2.2171,-58
1196,-18.7427,1.9954,-58
1197,-18.6768,8.3877,-58
1198,-18.7866,-3.4374,-60
1199,-18.7866,-3.0937,-60
1200,-18.6768,8.2020,-55
1201,-18.7646,-1.4073,-55
1202,-18.8086,-5.6611,-56
1203,-18.7207,3.6941,-56
1204,-18.7646,-1.0698,-58
1205,-18.7866,-3.1601,-58
1206,-18.7646,-0.6468,-55
1207,-18.7866,-2.7794,-55
1208,-18.8086,-4.6987,-55
1209,-18.7646,0.1657,-55
1210,-18.8525,-8.6400,-57
1211,-18.8086,-3.3814,-57
1212,-18.8086,-3.0433,-55
1213,-18.7646,1.6556,-55
1214,-18.7646,1.4900,-57
1215,-18.7866,-0.8563,-57
1216,-18.7646,1.4266,-56
1217,-18.8086,-3.1106,-56
1218,-18.7646,1.5950,-55
1219,-18.8086,-2.9590,-55
1220,-18.8306,-4.8604,-55
1221,-18.8086,-2.1771,-55
1222,-18.7866,0.2379,-56
1223,-18.8086,-1.9832,-56
1224,-18.6987,9.2015,-56
1225,-18.7646,1.6895,-56
1226,-18.8525,-7.2685,-58
1227,-18.8306,-4.3444,-58
1228,-18.5889,20.2600,-55
1229,-18.7866,-1.5414,-55
1230,-18.7646,0.8100,-56
1231,-18.8086,-3.6655,-56
1232,-18.8745,-9.8908,-55
1233,-18.7427,4.2819,-55
1234,-18.7866,-0.5408,-59
1235,-18.7866,-0.4867,-59
1236,-18.7646,1.7592,-57
1237,-18.8086,-2.8112,-57
1238,-18.8745,-9.1219,-56
1239,-18.8306,-3.8152,-56
1240,-18.7866,0.9609,-55
1241,-18.7866,0.8648,-55
1242,-18.8306,-3.6162,-57
1243,-18.8965,-9.8464,-57
1244,-18.7866,2.1246,-52
1245,-18.8086,-0.2852,-52
1246,-18.8525,-4.6512,-57
1247,-18.8086,0.2085,-57
1248,-18.9185,-10.7987,-57
1249,-18.8745,-5.3243,-57
1250,-18.8086,1.7999,-54
1251,-18.6108,21.3953,-54
1252,-18.7646,3.8749,-66
1253,-18.7427,5.6847,-66
1254,-18.8525,-5.8701,-59
1255,-18.8306,-3.0858,-59
1256,-18.8086,-0.5800,-56
1257,-18.8525,-4.9165,-56
1258,-18.8965,-8.8194,-55
1259,-18.7207,9.6407,-55
1260,-18.8525,-4.5070,-61
1261,-18.6987,11.3246,-61
1262,-18.9624,-16.1751,-62
1263,-18.8745,-5.7685,-62
1264,-18.8306,-0.7971,-54
1265,-18.8306,-0.7174,-54
1266,-18.8306,-0.6457,-57
1267,-18.8086,1.6162,-57
1268,-18.7866,3.6518,-58
1269,-18.8525,-3.3052,-58
1270,-19.0063,-18.3555,-56
1271,-18.8745,-3.3364,-56
1272,-18.8965,-5.2000,-55
1273,-18.8306,1.9118,-55
1274,-18.8745,-2.6739,-58
1275,-18.8525,-0.2093,-58
1276,-18.8745,-2.3856,-57
1277,-18.8525,0.0502,-57
1278,-18.8745,-2.1521,-57
1279,-18.8306,2.4577,-57
1280,-18.8525,0.0146,-58
1281,-18.7866,6.6050,-58
1282,-18.8306,1.5500,-60
1283,-18.8086,3.5922,-60
1284,-18.8745,-3.3588,-59
1285,-18.8306,1.3716,-59
1286,-18.8965,-5.3573,-58
1287,-18.9624,-11.4134,-58
1288,-18.7646,9.5033,-52
1289,-18.9185,-6.8279,-52
1290,-18.8525,0.4467,-54
1291,-18.7427,11.3884,-54
1292,-18.8745,-2.9341,-62
1293,-18.8745,-2.6407,-62
1294,-18.7866,6.4125,-56
1295,-18.8965,-5.2151,-56
1296,-18.8525,-0.2991,-55
1297,-18.8525,-0.2692,-55
1298,-18.8525,-0.2422,-57
1299,-18.8086,4.1765,-57
1300,-18.8745,-2.8329,-59
1301,-19.0503,-20.1278,-59
1302,-18.8745,-0.5369,-48
1303,-18.8745,-0.4832,-48
1304,-18.8525,1.7624,-57
1305,-18.7427,12.5725,-57
1306,-19.1382,-28.2355,-63
1307,-18.7866,9.7443,-63
1308,-18.8306,4.3753,-61
1309,-18.6768,19.3186,-61
1310,-18.8525,-0.1913,-66
1311,-18.7646,8.6168,-66
1312,-18.8306,1.1634,-61
1313,-18.7646,7.6388,-61
1314,-18.8965,-6.3087,-61
1315,-18.8965,-5.6778,-61
1316,-18.8525,-0.7155,-55
1317,-18.8745,-2.8412,-55
1318,-18.9185,-6.9516,-56
1319,-18.9624,-10.6510,-56
1320,-18.6987,16.7813,-52
1321,-18.9185,-6.8695,-52
1322,-18.8745,-1.7880,-54
1323,-18.8306,2.7853,-54
1324,-18.8965,-4.0850,-59
1325,-18.9185,-5.8738,-59
1326,-18.9185,-5.2864,-55
1327,-18.9185,-4.7577,-55
1328,-18.8745,0.1126,-55
1329,-19.0063,-13.0823,-55
1330,-18.9404,-5.1823,-51
1331,-18.8525,4.1250,-51
1332,-18.8525,3.7125,-59
1333,-18.7646,12.1303,-59
1334,-18.9185,-4.4636,-63
1335,-18.8525,2.5746,-63
1336,-18.9185,-4.2747,-58
1337,-18.8306,4.9419,-58
1338,-18.9185,-4.3414,-60
1339,-18.8525,2.6845,-60
1340,-18.8745,0.2188,-59
1341,-18.9404,-6.3949,-59
1342,-18.8965,-1.3608,-54
1343,-18.8965,-1.2248,-54
1344,-18.9404,-5.4968,-57
1345,-18.9185,-2.7499,-57
1346,-18.9185,-2.4749,-56
1347,-18.9624,-6.6219,-56
1348,-18.8965,0.6321,-54
1349,-18.8745,2.7661,-54
1350,-19.0503,-15.0886,-59
1351,-18.9404,-2.5934,-59
1352,-18.9404,-2.3341,-56
1353,-18.8525,6.6884,-56
1354,-18.9624,-4.9668,-60
1355,-19.0063,-8.8646,-60
1356,-19.1382,-21.1618,-53
1357,-18.8965,5.1243,-53
1358,-18.9185,2.4146,-59
1359,-18.9404,-0.0241,-59
1360,-18.9185,2.1756,-57
1361,-18.9404,-0.2392,-57
1362,-18.9404,-0.2153,-57
1363,-18.9844,-4.5883,-57
1364,-18.9185,2.4623,-55
1365,-18.8965,4.4133,-55
1366,-19.0283,-9.2116,-59
1367,-18.8086,13.6822,-59
1368,-18.9185,1.3277,-63
1369,-18.9404,-1.0024,-63
1370,-18.9844,-5.2966,-57
1371,-18.9185,1.8248,-57
1372,-18.8965,3.8396,-58
1373,-18.9404,-0.9389,-58
1374,-18.9624,-3.0423,-57
1375,-18.9404,-0.5408,-57
1376,-18.8965,3.9078,-57
1377,-18.9404,-0.8775,-57
1378,-18.9404,-0.7897,-57
1379,-18.9185,1.4865,-57
1380,-18.9624,-3.0567,-58
1381,-18.9624,-2.7510,-58
1382,-19.0063,-6.8704,-56
1383,-18.9624,-1.7889,-56
1384,-18.9624,-1.6100,-57
1385,-18.9404,0.7483,-57
1386,-18.9624,-1.5238,-58
1387,-18.9844,-3.5687,-58
1388,-19.0723,-12.0009,-56
1389,-18.9624,0.1855,-56
1390,-19.0063,-4.2276,-57
1391,-18.9624,0.5897,-57
1392,-18.9404,2.7280,-58
1393,-18.9624,0.2580,-58
1394,-19.0063,-4.1624,-57
1395,-18.9404,2.8457,-57
1396,-19.0503,-8.4252,-59
1397,-18.9624,1.2064,-59
1398,-18.9185,5.4803,-58
1399,-18.9404,2.7350,-58
1400,-18.9404,2.4615,-59
1401,-18.9624,0.0181,-59
1402,-19.0063,-4.3783,-57
1403,-19.0723,-10.5323,-57
1404,-19.1162,-13.8736,-53
1405,-19.0283,-3.6971,-53
1406,-18.9844,1.0671,-56
1407,-18.9624,3.1577,-56
1408,-19.0063,-1.5526,-59
1409,-19.0942,-10.1864,-59
1410,-19.0063,-0.3787,-53
1411,-18.7646,23.8291,-53
1412,-19.0283,-4.9210,-65
1413,-19.0503,-6.6262,-65
1414,-18.9185,7.2200,-54
1415,-19.0063,-2.2910,-54
1416,-19.0063,-2.0619,-56
1417,-19.0063,-1.8557,-56
1418,-18.9844,0.5271,-57
1419,-18.8965,9.2634,-57
1420,-19.0503,-7.0438,-62
1421,-19.1162,-12.9312,-62
1422,-19.0063,-0.6517,-52
1423,-19.0063,-0.5866,-52
1424,-19.0283,-2.7252,-57
1425,-18.9404,6.3364,-57
1426,-19.0063,-0.8890,-60
1427,-18.9844,1.3971,-60
1428,-19.0283,-3.1371,-58
1429,-19.0283,-2.8234,-58
1430,-19.0283,-2.5411,-56
1431,-19.0503,-4.4842,-56
1432,-19.0063,0.3587,-55
1433,-18.8965,11.3092,-55
1434,-19.0723,-7.3999,-63
1435,-19.0503,-4.4626,-63
1436,-19.0283,-1.8191,-55
1437,-19.0503,-3.8344,-55
1438,-19.0063,0.9435,-56
1439,-19.0503,-3.5453,-56
1440,-19.0063,1.2037,-56
1441,-18.9844,3.2806,-56
1442,-18.8965,11.7416,-59
1443,-18.9844,1.7784,-59
1444,-19.0503,-4.9912,-58
1445,-19.0283,-2.2949,-58
1446,-19.0283,-2.0654,-57
1447,-19.0503,-4.0561,-57
1448,-19.0063,0.7440,-56
1449,-18.9844,2.8669,-56
1450,-18.9404,6.9747,-59
1451,-19.0063,-0.3145,-59
1452,-19.0063,-0.2831,-57
1453,-19.0063,-0.2548,-57
1454,-19.1821,-17.8074,-58
1455,-18.9624,5.9460,-58
1456,-19.0283,-1.2404,-60
1457,-19.0283,-1.1164,-60
1458,-19.0723,-5.3993,-57
1459,-18.8306,19.3106,-57
1460,-19.0283,-2.3959,-66
1461,-19.0283,-2.1563,-66
1462,-19.0942,-8.5324,-57
1463,-18.9404,7.7017,-57
1464,-19.0283,-1.8576,-61
1465,-19.0063,0.5255,-61
1466,-18.9844,2.6702,-58
1467,-19.0503,-4.1886,-58
1468,-19.1821,-16.9534,-56
1469,-19.0283,0.1228,-56
1470,-19.0942,-6.4813,-58
1471,-19.0063,2.9559,-58
1472,-18.9844,4.8576,-59
1473,-18.9185,10.9636,-59
1474,-19.0503,-3.3163,-63
1475,-19.1821,-16.1683,-63
1476,-19.0503,-1.3679,-51
1477,-19.0063,3.1635,-51
1478,-19.1382,-10.3365,-59
1479,-19.0063,3.8808,-59
1480,-19.0723,-3.0991,-59
1481,-19.0283,1.6053,-59
1482,-19.0723,-2.9497,-58
1483,-19.0942,-4.8520,-58
1484,-19.0063,4.4222,-55
1485,-19.0942,-4.8090,-55
1486,-19.0063,4.4609,-56
1487,-19.1382,-9.1688,-56
1488,-19.0942,-3.8574,-54
1489,-19.0942,-3.4716,-54
1490,-19.1162,-5.3217,-56
1491,-19.0723,-0.3950,-56
1492,-19.0723,-0.3555,-57
1493,-19.1162,-4.7145,-57
1494,-19.0283,4.5460,-55
1495,-19.0503,1.8941,-55
1496,-19.0503,1.7047,-58
1497,-19.0503,1.5343,-58
1498,-19.0063,5.7754,-58
1499,-19.0063,5.1978,-58
1500,-19.0723,-1.9138,-60
1501,-19.0283,2.6722,-60
1502,-19.0063,4.6022,-59
1503,-18.9404,10.7338,-59
1504,-19.0503,-1.3259,-63
1505,-19.0503,-1.1933,-63
1506,-18.9844,5.5178,-57
1507,-18.9844,4.9660,-57
1508,-19.0942,-6.5169,-60
1509,-19.0942,-5.8652,-60
1510,-19.0283,1.3131,-55
1511,-19.2261,-18.5936,-55
1512,-19.1162,-5.7479,-50
1513,-19.0723,-0.7786,-50
1514,-19.1382,-7.2925,-57
1515,-19.0723,0.0285,-57
1516,-19.1602,-8.7634,-58
1517,-19.1382,-5.6898,-58
1518,-18.9844,10.2600,-55
1519,-19.0503,2.6422,-55
1520,-19.0723,0.1808,-59
1521,-19.0283,4.5572,-59
1522,-19.0503,1.9042,-60
1523,-19.0723,-0.4835,-60
1524,-19.0063,6.1567,-58
1525,-19.0283,3.3437,-58
1526,-19.2480,-18.9633,-59
1527,-19.0503,2.7084,-59
1528,-19.0503,2.4376,-59
1529,-19.0283,4.3911,-59
1530,-19.1162,-4.8371,-60
1531,-19.1382,-6.5506,-60
1532,-19.0723,0.6962,-55
1533,-19.0283,5.0211,-55
1534,-19.1821,-10.8618,-60
1535,-19.0283,5.6052,-60
1536,-19.0942,-1.5471,-60
1537,-19.1162,-3.5897,-60
1538,-19.0942,-1.0334,-56
1539,-19.0063,7.8590,-56
1540,-19.0503,2.6785,-61
1541,-19.1602,-8.5756,-61
1542,-19.1162,-3.3235,-54
1543,-19.1162,-2.9912,-54
1544,-18.8306,25.8724,-57
1545,-19.1162,-5.2793,-57
1546,-18.9844,8.4322,-56
1547,-19.0942,-3.3973,-56
1548,-19.1162,-5.2549,-57
1549,-19.0503,1.8624,-57
1550,-19.0942,-2.7184,-59
1551,-19.0723,-0.2493,-59
1552,-19.1602,-9.0134,-58
1553,-19.0723,0.6770,-58
1554,-19.0942,-1.5880,-58
1555,-19.1602,-8.0210,-58
1556,-19.0942,-0.6271,-54
1557,-19.1162,-2.7616,-54
1558,-19.0942,-0.2882,-57
1559,-19.1382,-4.6539,-57
1560,-19.0942,0.2060,-56
1561,-19.0942,0.1854,-56
1562,-19.0942,0.1669,-58
1563,-19.0942,0.1502,-58
1564,-19.1602,-6.4566,-58
1565,-19.0942,0.7808,-58
1566,-19.0283,7.2945,-58
1567,-18.9844,10.9596,-58
1568,-19.0942,-1.1227,-63
1569,-19.1382,-5.4049,-63
1570,-19.0723,1.7274,-56
1571,-19.0503,3.7519,-56
1572,-19.0723,1.1794,-60
1573,-18.8745,20.8369,-60
1574,-19.0503,1.1751,-68
1575,-19.0942,-3.3370,-68
1576,-19.0942,-3.0033,-57
1577,-19.0942,-2.7029,-57
1578,-19.1382,-6.8272,-57
1579,-19.2041,-12.7363,-57
1580,-19.2920,-20.2517,-52
1581,-19.1382,-2.8457,-52
1582,-19.1382,-2.5611,-57
1583,-19.1602,-4.5023,-57
1584,-19.1382,-1.8548,-56
1585,-19.1382,-1.6693,-56
1586,-19.1162,0.6949,-57
1587,-19.2700,-14.7554,-57
1588,-19.0723,6.4955,-51
1589,-19.1821,-5.1404,-51
1590,-19.2480,-11.2181,-56
1591,-19.1382,0.8900,-56
1592,-19.1821,-3.5935,-58
1593,-19.1821,-3.2342,-58
1594,-19.1162,3.6810,-56
1595,-19.2261,-7.6734,-56
1596,-19.1821,-2.5115,-55
1597,-19.2700,-11.0494,-55
1598,-19.1821,-1.1554,-53
1599,-19.1821,-1.0399,-53
1600,-19.2041,-3.1332,-57
1601,-19.1602,1.5747,-57
1602,-19.1821,-0.7801,-59
1603,-19.2480,-7.2938,-59
1604,-19.2041,-2.1699,-55
1605,-19.2041,-1.9529,-55
1606,-19.2041,-1.7576,-57
1607,-19.2261,-3.7791,-57
1608,-19.1821,0.9933,-56
1609,-19.3140,-12.2896,-56
1610,-19.1602,4.3202,-52
1611,-19.1602,3.8882,-52
1612,-19.1602,3.4994,-60
1613,-19.1821,0.9522,-60
1614,-19.1821,0.8569,-58
1615,-19.2920,-10.2151,-58
1616,-19.1382,6.1873,-53
1617,-19.2261,-3.2205,-53
1618,-19.1602,3.6933,-56
1619,-19.2480,-5.4650,-56
1620,-19.1382,6.0678,-55
1621,-19.2261,-3.3281,-55
1622,-19.1162,7.9911,-56
1623,-19.1382,4.9947,-56
1624,-19.0723,11.0870,-60
1625,-19.1382,3.3865,-60
1626,-19.2261,-5.7412,-60
1627,-19.0723,10.2138,-60
1628,-19.2261,-6.1884,-63
1629,-19.1602,1.0222,-63
1630,-19.1382,3.1172,-59
1631,-19.1602,0.6083,-59
1632,-19.1602,0.5474,-58
1633,-19.1162,4.8872,-58
1634,-19.0942,6.5958,-60
1635,-19.2041,-5.0501,-60
1636,-19.1821,-2.3479,-56
1637,-19.1382,2.2815,-56
1638,-19.1382,2.0533,-59
